polling_place_name,lon,division,booth_info,premises,opening_hours,has_bbq,address,source,state,lat,has_nothing,has_caek,extra_info,polling_place_type,has_run_out,has_other,first_report,latest_report,stall_name,stall_description,stall_website
Koonarra Hall (prev tennis club),145.088614,Bulleen District,,Bulleen West,,FALSE, 7 Balwyn Road Bulleen 32 F9,,VIC,-37.778343,FALSE,FALSE,,,,,,,,,
Antonine College - Cedar Campus,144.977877,Brunswick District,,Coburg East,,FALSE, corner Nicholson and Harding Streets Coburg East 30 A2,,VIC,-37.746627,TRUE,FALSE,,,,,,,,,
Serpell Primary School,145.15557,Bulleen District,,Serpell,,FALSE, Burleigh Drive (access via Tuckers Road) Templestowe Lower 34 A8,,VIC,-37.7699,FALSE,FALSE,,,,,,,,,
Bulleen Heights School (Pleasant Rd Campus),145.09506,Bulleen District,,Bulleen,,FALSE, Pleasant Road Bulleen 32 G6,,VIC,-37.76329,FALSE,FALSE,,,,,,,,,
Templestowe Heights Primary School,145.119679,Bulleen District,,Templestowe Heights,,TRUE, 292 High Street Templestowe Lower 33 C7,,VIC,-37.76698,FALSE,TRUE,,,,,,,,,
Brunswick Town Hall,144.960904,Brunswick District,,Edward,,FALSE, 233 Sydney Road Brunswick 29 G8,,VIC,-37.771888,TRUE,FALSE,"Had an advertised sausage sizzle, but did not appear.",,,,,,,,
St Margaret Mary's Church Hall,144.968341,Brunswick District,,Mitchell Street,,FALSE, Donald Street Brunswick North 29 J5,,VIC,-37.758208,FALSE,FALSE,,,,,,,,,
Holy Trinity Church Hall,144.979695,Brunswick District,,Glen Nichol,,FALSE, corner Nicholson Street and Glenlyon Road Brunswick East 30 A9,,VIC,-37.773233,FALSE,FALSE,,,,,,,,,
St Joseph's School Hall (Brunswick West),144.94304,Brunswick District,,Melville,,FALSE, 185 Hope Street (access via James Street) Brunswick West 29 C6,,VIC,-37.762273,FALSE,FALSE,,,,,,,,,
Sol Green Community Centre,144.952337,Albert Park District,,Port Melbourne East,,FALSE, corner Montague and Coventry Streets South Melbourne 2J K2,,VIC,-37.833913,FALSE,FALSE,,,,,,,,,
Newstead Primary School,144.06719,Bendigo West District,,Newstead,,FALSE, corner Lyon and Peel Streets Newstead 627 S9,,VIC,-37.10592,FALSE,FALSE,,,,,,,,,
Specimen Hill Primary School,144.2489,Bendigo West District,,Specimen Hill,,FALSE, Inglewood Street (access via Tambour Heights) Bendigo 607 M7,,VIC,-36.76206,FALSE,FALSE,,,,,,,,,
Bendigo Town Hall,144.282327,Bendigo West District,,Bendigo Central,,FALSE, 189-193 Hargreaves Street (access via Lyttleton Terrace) Bendigo 607 S7,,VIC,-36.758726,FALSE,FALSE,,,,,,,,,
Marong Community Centre,144.13314,Bendigo West District,,Marong,,FALSE, 36 Torrens Street Marong 626 B11,,VIC,-36.733728,FALSE,FALSE,,,,,,,,,
Lightning Reef Primary School,144.26879,Bendigo West District,,Comet Hill,,TRUE, 74 Holmes Road Bendigo 607 P1,,VIC,-36.73684,FALSE,FALSE,,,,,,,,,
Castlemaine Catholic Church Hall (St Mary's),144.219851,Bendigo West District,,Castlemaine,,FALSE, corner Hargraves and Lyttleton Streets Castlemaine 628 H6,,VIC,-37.064593,FALSE,FALSE,,,,,,,,,
Winters Flat Primary School,144.20749,Bendigo West District,,Winters Flat,,TRUE, Roberts Avenue Castlemaine 628 E8,,VIC,-37.07016,FALSE,TRUE,,,,,,,,,
St Laurence Court Village Hall,144.255095,Bendigo West District,,California Gully,,FALSE, Upper California Gully Road California Gully 607 N1,,VIC,-36.734831,FALSE,FALSE,,,,,,,,,
Chewton Primary School,144.26116,Bendigo West District,,Chewton,,FALSE, Hunter Street (access via Baker Street) Chewton 629 P10,,VIC,-37.08233,FALSE,FALSE,,,,,,,,,
Long Gully Neighbourhood Centre,144.253744,Bendigo West District,,Sparrowhawk,,FALSE, 54 Derwent Drive Long Gully 607 N4,,VIC,-36.749591,FALSE,FALSE,,,,,,,,,
Birchip Public Hall,142.917503,Mildura District,,Birchip,,FALSE, 81 Cumming Avenue Birchip 27 H1,,VIC,-35.980881,FALSE,FALSE,,,,,,,,,
Berriwillock Community Centre,142.994677,Mildura District,,Berriwillock,,FALSE, 69 Taverner Street Berriwillock 18 H4,,VIC,-35.636033,FALSE,FALSE,,,,,,,,,
Underbool Early Learning Centre,141.810974,Mildura District,,Underbool,,FALSE, 43 Cotter Street Underbool 207 R7,,VIC,-35.170214,FALSE,FALSE,,,,,,,,,
Koorlong Primary School,142.08485,Mildura District,,Koorlong,,FALSE, 3645 Benetook Avenue Koorlong 3 C6,,VIC,-34.27806,FALSE,FALSE,,,,,,,,,
Nichols Point Primary School,142.20464,Mildura District,,Nichols Point,,TRUE, Koorlong Avenue Nichols Point 3 E5,,VIC,-34.208804,FALSE,FALSE,,,,,,,,,
Cardross Primary School,142.14504,Mildura District,,Cardross,,FALSE, 415 Dairtnunk Avenue Cardross 3 D6,,VIC,-34.28801,FALSE,FALSE,,,,,,,,,
Boundary Bend Hall,143.154045,Mildura District,,Boundary Bend,,FALSE, Murray Valley Highway Boundary Bend 8 D5,,VIC,-34.717307,FALSE,FALSE,,,,,,,,,
Culgoa Public Hall,143.106075,Mildura District,,Culgoa,,FALSE, 43 Main Street Culgoa 19 C5,,VIC,-35.716221,FALSE,FALSE,,,,,,,,,
Sunnycliffs Primary School,142.19269,Mildura District,,Sunnycliffs,,FALSE, Sunnycliffs Crescent Red Cliffs 3 E6,,VIC,-34.27956,FALSE,FALSE,,,,,,,,,
Manangatang Community Centre,142.882098,Mildura District,,Manangatang,,FALSE, 1 Wattle Street Manangatang 587 S10,,VIC,-35.056819,FALSE,FALSE,,,,,,,,,
Jeparit Pre-School Centre,141.98792,Lowan District,,Jeparit,,FALSE, 9 Hindmarsh Street Jeparit 545 T3,,VIC,-36.143526,FALSE,FALSE,,,,,,,,,
Lutheran School Hall,142.094787,Lowan District,,Tarrington,,FALSE, 7901 Hamilton Highway Tarrington 73 C6,,VIC,-37.767093,FALSE,FALSE,,,,,,,,,
Dadswells Bridge Public Hall,142.516824,Lowan District,,Dadswells Bridge,,FALSE, 5802 Western Highway Dadswells Bridge 41 A8,,VIC,-36.918703,FALSE,FALSE,,,,,,,,,
Serviceton Uniting Church Hall,140.988546,Lowan District,,Serviceton,,FALSE, 13 Elizabeth Street Serviceton 541 N11,,VIC,-36.376756,FALSE,FALSE,,,,,,,,,
Patterson Park Hall,142.025642,Lowan District,,Patterson Park,,FALSE, 194 King Street Hamilton 506 G5,,VIC,-37.732238,FALSE,FALSE,,,,,,,,,
Streatham Public Hall,143.062334,Lowan District,,Streatham,,FALSE, 30 Campbell Street Streatham 75 C4,,VIC,-37.679172,FALSE,FALSE,,,,,,,,,
Moyston Hall,142.766052,Lowan District,,Moyston,,FALSE, Brooke Street Moyston 56 E6,,VIC,-37.302561,FALSE,FALSE,,,,,,,,,
Glenthompson Memorial Hall,142.548026,Lowan District,,Glenthompson,,FALSE, 13 McLennan Street Glenthompson 74 A4,,VIC,-37.638086,FALSE,FALSE,,,,,,,,,
Balmoral Memorial Hall,141.842177,Lowan District,,Balmoral,,TRUE, 26 Glendinning Street Balmoral 54 F5,,VIC,-37.248662,FALSE,FALSE,,,,,,,,,
St Brendan's Primary School,145.40762,Shepparton District,,Knight Street,,FALSE, 143-149 Knight Street Shepparton 673 Q8,,VIC,-36.374776,FALSE,FALSE,,,,,,,,,
Bunbartha Community Centre,145.34221,Shepparton District,,Bunbartha,,FALSE, Barmah-Shepparton Road Bunbartha 32 G5,,VIC,-36.218299,FALSE,FALSE,,,,,,,,,
Lemnos Primary School,145.46246,Shepparton District,,Lemnos,,FALSE, Lemnos Road Lemnos 32 J7,,VIC,-36.35805,FALSE,FALSE,,,,,,,,,
Wunghnu Primary School,145.4306,Shepparton District,,Wunghnu,,FALSE, Brunton Street Wunghnu 32 H4,,VIC,-36.15066,FALSE,FALSE,,,,,,,,,
Tallygaroopna Primary School,145.43632,Shepparton District,,Tallygaroopna,,FALSE, 24-34 Victoria Street Tallygaroopna 32 H5,,VIC,-36.23861,FALSE,FALSE,,,,,,,,,
Wilmot Road Primary School,145.4059,Shepparton District,,Wilmot Road,,FALSE, 84-90 Wilmot Road Shepparton 273 M13,,VIC,-36.3985,FALSE,FALSE,,,,,,,,,
Kialla West Primary School,145.389872,Shepparton District,,Kialla West,,FALSE, 7370 Goulburn Valley Highway Kialla West 32 H9,,VIC,-36.466055,FALSE,FALSE,,,,,,,,,
Toolamba Community Centre,145.344634,Shepparton District,,Toolamba,,FALSE, Wren Street Toolamba 32 G9,,VIC,-36.491462,FALSE,FALSE,,,,,,,,,
Naring War Memorial Hall,145.531369,Shepparton District,,Naring,,FALSE, Naring Hall Road Naring 33 A2,,VIC,-36.055463,FALSE,FALSE,,,,,,,,,
Orrvale Primary School,145.440001,Shepparton District,,Orrvale,,FALSE, 300 Channel Road Orrvale 32 H8,,VIC,-36.410348,FALSE,FALSE,,,,,,,,,
Hendy Street Hall (Corio Community Centre),144.367401,Lara District,,Corio,,FALSE, 26-28 Hendy Street Corio 432 D7,,VIC,-38.072003,FALSE,FALSE,,,,,,,,,
Rollins Primary School,144.326643,Lara District,,Rollins,,FALSE, Wolseley Grove (access via Ernest Street) Bell Post Hill 441 E3,,VIC,-38.10114,FALSE,FALSE,,,,,,,,,
Nelson Park School,144.3377,Lara District,,Bell Park South,,FALSE, 26 Libau Avenue Bell Park 441 G6,,VIC,-38.11424,FALSE,FALSE,,,,,,,,,
Bell Park North Primary School,144.335849,Lara District,,Bell Park,,FALSE, 16 Barton Street Bell Park 441 G4,,VIC,-38.105974,FALSE,FALSE,,,,,,,,,
Northern Bay College - Peacock Campus,144.3426,Lara District,,Norlane West,,FALSE, 27-37 Peacock Avenue Norlane 431 H12,,VIC,-38.089127,FALSE,FALSE,,,,,,,,,
Bisinella Community Centre,144.386927,Lara District,,Bisinella,,FALSE, 75 Buckingham Street Lara 422 H6,,VIC,-38.025771,FALSE,FALSE,,,,,,,,,
Avalon Airport,144.472517,Lara District,,Avalon,,FALSE, 80 Beach Road Lara 3212 424 G4,,VIC,-38.026587,FALSE,FALSE,,,,,,,,,
Hamilton North Primary School,141.99515,Lowan District,,Hamilton North,,FALSE, Andrews Street Hamilton 506 A4,,VIC,-37.72646,FALSE,FALSE,,,,,,,,,
Byaduk Mechanics Institute,141.955724,Lowan District,,Byaduk,,FALSE, 5748 Hamilton-Port Fairy Road Byaduk 72 H9,,VIC,-37.952421,FALSE,FALSE,,,,,,,,,
Genoa Community Hall,149.582039,Gippsland East District,,Genoa,,FALSE, 4644 Princes Highway Genoa 70 B5,,VIC,-37.481632,FALSE,FALSE,,,,,,,,,
Wandiligong Primary School,146.98292,Ovens Valley District,,Wandiligong,,FALSE, 119 School Road Wandiligong 49 H6,,VIC,-36.76886,FALSE,FALSE,,,,,,,,,
Nilma North & Lillico Memorial Hall,145.985949,Narracan District,,Lillico,,FALSE, 488 Bloomfield Road Nilma North 96 H4,,VIC,-38.132247,FALSE,FALSE,,,,,,,,,
TAFE College Amenities Building,146.314357,Ovens Valley District,,Wangaratta,,FALSE, Docker Street Wangaratta 664 E6,,VIC,-36.353557,FALSE,FALSE,,,,,,,,,
Baringa Special School,146.257059,Narracan District,,Moe Central,,FALSE, 47 Staff Street Moe 700 D8,,VIC,-38.19187,FALSE,FALSE,,,,,,,,,
St James Town Hall,145.896288,Ovens Valley District,,St James,,FALSE, St James Road St James 33 G6,,VIC,-36.269632,FALSE,FALSE,,,,,,,,,
Drouin West Primary School,145.87172,Narracan District,,Drouin West,,FALSE, 535 Main Neerim Road Drouin West 96 F3,,VIC,-38.08711,FALSE,FALSE,,,,,,,,,
Bunyip Hall,145.721383,Narracan District,,Bunyip,,FALSE, Main Street Bunyip 718 G11,,VIC,-38.098216,FALSE,FALSE,,,,,,,,,
Tanjil South Centenary Hall,146.247633,Narracan District,,Tanjil South,,FALSE, 383 Moe-Willow Grove Road Tanjil South 97 E3,,VIC,-38.109503,FALSE,FALSE,,,,,,,,,
Tynong Public Hall,145.625749,Narracan District,,Tynong,,FALSE, 18 Railway Avenue Tynong 96 B3,,VIC,-38.08438,TRUE,FALSE,Has a meat raffle!,,,,,,,,
St Kierans School Hall,146.25354,Narracan District,,Moe West,,FALSE, Lloyd Street (access via Wirraway Street) Moe 700 D5,,VIC,-38.179263,FALSE,FALSE,,,,,,,,,
Neerim South Primary School,145.955932,Narracan District,,Neerim South,,FALSE, Main Neerim Road Neerim South 707 T9,,VIC,-38.01552,FALSE,TRUE,,,,,,,,,
Harrietville Community Hall,147.063644,Ovens Valley District,,Harrietville,,FALSE, Great Alpine Road Harrietville 328 C4,,VIC,-36.892302,FALSE,FALSE,,,,,,,,,
Buchan Primary School,148.18082,Gippsland East District,,Buchan,,FALSE, 4 Dalley Street Buchan 85 D1,,VIC,-37.49774,FALSE,FALSE,,,,,,,,,
Glengollan Village Clubrooms,145.291943,Ferntree Gully District,,Ferntree Gully North,,FALSE, Hutton Avenue Ferntree Gully 65 B12,,VIC,-37.874098,FALSE,FALSE,,,,,,,,,
Kent Park Primary School,145.262971,Ferntree Gully District,,Knoxfield North,,FALSE, Greenaway Drive Ferntree Gully 73 E3,,VIC,-37.883147,FALSE,FALSE,,,,,,,,,
Mount Eliza Primary School,145.09203,Mornington District,,Mt Eliza South,,TRUE, 1 Wooralla Drive Mt Eliza 105 G4,,VIC,-38.19547,FALSE,TRUE,Mt Eliza Christmas Market!,,,,,,,,
Aspendale Gardens Primary School,145.1168,Mordialloc District,,Aspendale Gardens,,FALSE, 96 Kearney Drive Aspendale Gardens 93 B5,,VIC,-38.02251,FALSE,FALSE,,,,,,,,,
Mountain Gate Primary School,145.269128,Ferntree Gully District,,Mountain Gate,,TRUE, Adele Avenue Ferntree Gully 73 G4,,VIC,-37.886217,FALSE,FALSE,,,,,,,,,
Knox Central Primary School,145.254564,Ferntree Gully District,,Studfield East,,FALSE, Darwin Road Boronia West 64 C9,,VIC,-37.86113,FALSE,FALSE,,,,,,,,,
Wantirna South Primary School,145.23699,Ferntree Gully District,,Wantirna South,,FALSE, Tyner Road Wantirna 63 J12,,VIC,-37.87239,FALSE,FALSE,,,,,,,,,
Fairhills Primary School,145.265186,Ferntree Gully District,,Fairhills,,FALSE, Manuka Drive Ferntree Gully 64-F11,,VIC,-37.869708,FALSE,FALSE,,,,,,,,,
Wantirna College,145.230186,Ferntree Gully District,,Wantirna North,,FALSE, Harold Street Wantirna 63 H8,,VIC,-37.857414,FALSE,FALSE,,,,,,,,,
Knox Park Primary School,145.2514,Ferntree Gully District,,Knox Park,,TRUE, Kathryn Road Knoxfield 73 C3,,VIC,-37.88363,FALSE,TRUE,,,,,,,,,
Templeton Primary School,145.232151,Ferntree Gully District,,Templeton,,FALSE, Crestdale Road Wantirna 63 H9,,VIC,-37.861128,TRUE,FALSE,,,,,,,,,
Cheltenham East Community Centre,145.071124,Mordialloc District,,Cheltenham South,,TRUE, 39 Follett Road Cheltenham 87 B3,,VIC,-37.970831,FALSE,FALSE,,,,,,,,,
Murrumbeena Primary School,145.07041,Oakleigh District,,Murrumbeena,,FALSE, Hobart Road Murrumbeena 69 B4,,VIC,-37.88617,FALSE,FALSE,,,,,,,,,
Lucknow Memorial Hall,147.646703,Gippsland East District,,Lucknow,,FALSE, 105 Great Alpine Road Lucknow 689 N4,,VIC,-37.811204,FALSE,FALSE,,,,,,,,,
Northcote Baptist Church Hall,144.999927,Northcote District,,Northcote North,,FALSE, 542 High Street Northcote 30 F6,,VIC,-37.763679,TRUE,FALSE,,,,,,,,,
Lakes Entrance Mechanics Institute,147.985747,Gippsland East District,,Lakes Entrance,,FALSE, 18 Mechanics Street Lakes Entrance 686 F5,,VIC,-37.880345,FALSE,FALSE,,,,,,,,,
Preston South Primary School,145.007764,Northcote District,,Preston South,,TRUE, 56b Hotham Street Preston 30 H2,,VIC,-37.74797,FALSE,FALSE,,,,,,,,,
Thornbury High School,145.02521,Northcote District,,Darebin Parklands,,FALSE, 238 Collins Street Thornbury 31 B4,,VIC,-37.75649,FALSE,FALSE,,,,,,,,,
Bundalaguah Primary School,147.012561,Gippsland East District,,Bundalaguah,,FALSE, 627 Maffra-Sale Road Bundalaguah 99 B2,,VIC,-38.023551,FALSE,FALSE,,,,,,,,,
St James Anglican Parish Hall,148.456744,Gippsland East District,,Orbost,,FALSE, corner Ruskin and Browning Streets Orbost 684 B10,,VIC,-37.707917,FALSE,FALSE,,,,,,,,,
Newlands Arm Community Centre,147.692803,Gippsland East District,,Newlands Arm,,TRUE, 25 Meridan Way Newlands Arm 685 M11,,VIC,-37.927678,FALSE,TRUE,,,,,,,,,
Oakleigh Occasional Care Centre - Chadstone,145.0959,Oakleigh District,,Oakleigh North,,FALSE, 22 Cabena Crescent Chadstone 69 G4,,VIC,-37.890815,FALSE,FALSE,,,,,,,,,
Middle Park Primary School,144.957788,Albert Park District,,Kerferd South,,FALSE, Richardson Street (access via Mills Street) Middle Park 2K B10,,VIC,-37.848176,FALSE,FALSE,,,,,,,,,
St Kilda Park Primary School,144.977441,Albert Park District,,St Kilda Park,,FALSE, 68 Fitzroy Street St Kilda 2P A3,,VIC,-37.85797,FALSE,FALSE,,,,,,,,,
Middle Park Bowling Club,144.965105,Albert Park District,,Middle Park,,FALSE, Canterbury Road (access via Armstrong Street) Middle Park 2K F10,,VIC,-37.848439,FALSE,FALSE,,,,,,,,,
Penshurst Memorial Hall,142.289821,Lowan District,,Penshurst,,FALSE, 21 Martin Street Penshurst 508 C3,,VIC,-37.876164,FALSE,FALSE,,,,,,,,,
Altona P-9 College,144.817128,Altona District,,Altona West,,FALSE, 103A Grieve Parade (access via Civic Parade) Altona 3018 54 E9,,VIC,-37.862205,FALSE,FALSE,,,,,,,,,
Laverton Community Hub,144.768877,Altona District,,Laverton,,FALSE, 95-105 Railway Avenue (access via Crown Street) Laverton 3028 53 D10,,VIC,-37.865298,FALSE,FALSE,,,,,,,,,
Point Cook P-9 College,144.72569,Altona District,,Point Cook North,,FALSE, 18-50 Ponsford Drive (access via Tom Roberts Prd) Point Cook 3030 207 D6,,VIC,-37.89359,FALSE,FALSE,,,,,,,,,
Alamanda K-9 College,144.7412,Altona District,,Alamanda,,FALSE, 86-100 Alamanda Boulevard Point Cook 207 H10,,VIC,-37.90834,FALSE,FALSE,,,,,,,,,
Dooen Public Hall,142.258975,Lowan District,,Dooen,,FALSE, 1025 Henty Highway Dooen 40 F4,,VIC,-36.64021,FALSE,FALSE,,,,,,,,,
Seaholme Primary School,144.84038,Altona District,,Seaholme,,TRUE, Civic Parade Altona 54 K10,,VIC,-37.86464,FALSE,FALSE,,,,,,,,,
Seabrook Primary School,144.7579,Altona District,,Seabrook,,TRUE, 83-105 Point Cook Road Seabrook 208 A2,,VIC,-37.87884,FALSE,FALSE,,,,,,,,,
Seabrook Community Centre,144.758854,Altona District,,Seabrook Central,,FALSE, 15 Truganina Avenue Seabrook 208 B4,,VIC,-37.886077,FALSE,FALSE,,,,,,,,,
Altona Green Primary School,144.78469,Altona District,,Altona Bay,,TRUE, 240 Victoria Street Altona Meadows 3028 208 G4,,VIC,-37.88658,FALSE,FALSE,,,,,,,,,
St Paul's Anglican Parish Hall,145.822714,Gippsland South District,,Korumburra,,FALSE, 5 Bridge Street Korumburra 709 O9,,VIC,-38.435665,FALSE,FALSE,,,,,,,,,
Hampton Primary School,145.004047,Brighton District,,Hampton,,TRUE, 528 Hampton Street Hampton 76 G5,,VIC,-37.933649,FALSE,TRUE,,,,,,,,,
Brighton Primary School,145.00161,Brighton District,,Brighton,,TRUE, Wilson Street Brighton 67 F11,,VIC,-37.9116,FALSE,TRUE,,,,,,,,,
Brighton Beach Primary School,144.99611,Brighton District,,Brighton Beach,,TRUE, 19 Windermere Crescent Brighton 76 E2,,VIC,-37.9221,FALSE,TRUE,Brighton Beach Spring Fair,,,,,,,,
St Andrew's Hall,144.992759,Brighton District,,Middle Brighton,,TRUE, 19 - 21 St Andrew's Street Brighton 67 D11,,VIC,-37.912079,FALSE,FALSE,,,,,,,,,
Sandringham Youth Club,145.0169,Brighton District,,Hampton East,,FALSE, 219 Thomas Street Hampton 77 A6,,VIC,-37.938867,FALSE,FALSE,,,,,,,,,
Gardenvale Primary School,145.015797,Brighton District,,Landcox,,TRUE, 66 Landcox Street Brighton East 67 J9,,VIC,-37.902585,FALSE,TRUE,,,,,,,,,
Fawkner Secondary College,144.97186,Broadmeadows District,,Fawkner North,,FALSE, 51 Jukes Road Fawkner 17 K2,,VIC,-37.70271,FALSE,FALSE,,,,,,,,,
Hume Central Secondary College - Dimboola Campus,144.91327,Broadmeadows District,,Hume Central,,FALSE, Dimboola Road Broadmeadows 6 F8,,VIC,-37.681082,FALSE,FALSE,,,,,,,,,
Meadow Heights Primary School,144.92356,Broadmeadows District,,Meadow Heights,,TRUE, Paringa Boulevard Meadow Heights 179 J11,,VIC,-37.65017,FALSE,FALSE,,,,,,,,,
Nerrena Public Hall,145.999328,Gippsland South District,,Nerrena,,FALSE, Nerrena Hall Road Nerrena 102 J2,,VIC,-38.508461,FALSE,FALSE,,,,,,,,,
Koonwarra Fire Station,145.946592,Gippsland South District,,Koonwarra,,FALSE, Koonwarra - Inverloch Road Koonwarra 102 J2,,VIC,-38.547624,FALSE,FALSE,,,,,,,,,
Kilmany Public Hall,146.913568,Gippsland South District,,Kilmany,,FALSE, 21 Freshwaters Road Kilmany 98 G3,,VIC,-38.107325,FALSE,FALSE,,,,,,,,,
Killara Primary School,144.704407,Sunbury District,,Sunbury North West,,FALSE, 61 Phillip Drive Sunbury 361 J12,,VIC,-37.564334,FALSE,FALSE,,,,,,,,,
Staceys Bridge Public Hall,146.530113,Gippsland South District,,Staceys Bridge,,FALSE, 248 Albert River Road Staceys Bridge 104 B2,,VIC,-38.554993,FALSE,FALSE,,,,,,,,,
Nambrok-Denison Primary School,146.87481,Gippsland South District,,Nambrok,,FALSE, 947 Sale-Cowarr Road Nambrok 98 G 2,,VIC,-38.05399,FALSE,FALSE,,,,,,,,,
Longford Primary School,147.08841,Gippsland South District,,Longford,,FALSE, 6380 South Gippsland Highway Longford 99 C4,,VIC,-38.16956,FALSE,FALSE,,,,,,,,,
Leongatha South and District Community Centre,145.880069,Gippsland South District,,Leongatha South,,FALSE, Bass Highway Leongatha South 102 H2,,VIC,-38.529549,FALSE,FALSE,,,,,,,,,
Yaapeet Primary School,142.05715,Mildura District,,Yaapeet,,FALSE, 4 Woods Street Yaapeet 208 J7,,VIC,-35.7685,FALSE,FALSE,,,,,,,,,
Chaffey Secondary College - Assembly Hall,142.14798,Mildura District,,Mildura Deakin,,FALSE, 261 Deakin Avenue Mildura 203 N8,,VIC,-34.19573,FALSE,FALSE,,,,,,,,,
Melton Primary School,144.58647,Melton District,,Melton,,FALSE, Unitt Street Melton 337 B8,,VIC,-37.68108,FALSE,FALSE,,,,,,,,,
Coburn Primary School,144.57194,Melton District,,Coburn,,TRUE, Richard Road Melton South 336 J12,,VIC,-37.6948,FALSE,FALSE,,,,,,,,,
St Bernards Catholic Primary School,144.435259,Melton District,,Bacchus Marsh Central,,TRUE, 19A Gisborne Road Bacchus Marsh 333 H6,,VIC,-37.672405,FALSE,FALSE,,,,,,,,,
Darley Primary School,144.43691,Melton District,,Darley,,FALSE, 21 Nelson Street Darley 333 J1,,VIC,-37.65528,FALSE,FALSE,,,,,,,,,
Mildura South Primary School,142.12679,Mildura District,,Mildura South,,FALSE, 593 Deakin Avenue Mildura South 203 J12,,VIC,-34.21348,FALSE,FALSE,,,,,,,,,
Nullawil Primary School,143.17912,Mildura District,,Nullawil,,FALSE, 10 Church Street Nullawil 19 D7,,VIC,-35.85273,FALSE,FALSE,,,,,,,,,
Senior Citizen Clubrooms,142.364511,Mildura District,,Hopetoun,,FALSE, corner Toole and Dennys Streets Hopetoun 547 R6,,VIC,-35.728995,FALSE,FALSE,,,,,,,,,
Merbein Community Hub,142.058316,Mildura District,,Merbein,,FALSE, corner Commercial Street and Main Avenue Merbein 537 N10,,VIC,-34.167525,FALSE,FALSE,,,,,,,,,
Warracknabeal Scout & Band Hall,142.396735,Lowan District,,Warracknabeal,,FALSE, 45 Devereux Street Warracknabeal 26 H5,,VIC,-36.250258,FALSE,FALSE,,,,,,,,,
Casterton Town Hall,141.405247,Lowan District,,Casterton,,FALSE, 67 Henty Street Casterton 500 F3,,VIC,-37.584813,FALSE,FALSE,,,,,,,,,
Old School Park Reserve,142.237789,Lowan District,,Riverside,,FALSE, 158 Riverside Road Riverside 40 E5,,VIC,-36.701436,FALSE,FALSE,,,,,,,,,
Pomonal Hall,142.609353,Lowan District,,Pomonal,,TRUE, 3360 Halls Gap-Ararat Road Pomonal 56 B5,,VIC,-37.195224,FALSE,TRUE,Pomonal Village Market,,,,,,,,
Tatyoon Public Hall,142.943547,Lowan District,,Tatyoon,,FALSE, Tatyoon Road Tatyoon 74 H2,,VIC,-37.523079,FALSE,FALSE,,,,,,,,,
Rainbow Civic Centre,141.994396,Lowan District,,Rainbow,,FALSE, 15 Federal Street Rainbow 545 T9,,VIC,-35.897733,FALSE,FALSE,,,,,,,,,
Haven Memorial Hall,142.193414,Lowan District,,Haven,,FALSE, 4378 Henty Highway Haven 40 E6,,VIC,-36.758616,FALSE,FALSE,,,,,,,,,
Minimay Soldiers Memorial Hall,141.177467,Lowan District,,Minimay,,FALSE, Minimay Frances Road Minimay 38 D5,,VIC,-36.71195,FALSE,FALSE,,,,,,,,,
Cora Graves Centre,144.982036,Albert Park District,,St Kilda South,,FALSE, 38 Blessington Street St Kilda 2P C10,,VIC,-37.869622,FALSE,FALSE,,,,,,,,,
Northern Bay P-12 College - Tallis Campus,144.364601,Lara District,,North Shore,,FALSE, 57 Tallis Street Norlane 432 C12,,VIC,-38.090297,FALSE,FALSE,,,,,,,,,
Western Heights College Quamby Campus,144.333302,Lara District,,Hamlyn Heights,,FALSE, 19-35 Quamby Avenue Hamlyn Heights 441 F9,,VIC,-38.124734,FALSE,FALSE,,,,,,,,,
