Polling Location Name,Venue Name,Type,Electorate 1,Electorate 2,Property Name,Flat Number,Street Number,Street Name,Street Type,Locality,Postcode,Melway/Vicroads Ref,Longitude,Latitude
Armadale East,St Joseph's Primary School (Malvern),Voting Centre,Malvern District,,,,47,Stanhope,Street,Malvern,3144,59 C8,145.031245739099,-37.857880411342
Alma,Alma Road Community House,Voting Centre,Prahran District,,,,200,Alma,Road,St Kilda East,3183,58 H9,145.00738300014,-37.8632219998773
Balaclava,Bet Anielewicz Centre,Voting Centre,Prahran District,,,,214,Inkerman Street (access via Raglan,Street),St Kilda East,3183,2P J8,144.993951910932,-37.8653067669338
Boolarra,Boolarra Memorial Hall,Voting Centre,Morwell District,,,,,Tarwin,Street,Boolarra,3870,97 F8,146.274540000165,-38.3786229998876
Churchill,Churchill Shire Hall,Voting Centre,Morwell District,,,,,Marina,Drive,Churchill,3842,702 D5,146.421555000168,-38.3133719998863
Cowwarr,Cowwarr Primary School,Voting Centre,Morwell District,,,,,Church,Street,Cowwarr,3857,98 D2,146.698960000174,-38.0136999998803
Glengarry,Glengarry Primary School,Voting Centre,Morwell District,,,,,Cairnbrook,Road,Glengarry,3854,702 J10,146.571339591838,-38.1275797915492
Traralgon,Grey Street Primary School,Voting Centre,Morwell District,,,,,Grey,Street,Traralgon,3844,98 A5,146.537120000171,-38.1930499998839
Hazelwood North,Hazelwood North Primary School,Voting Centre,Morwell District,,,,121,Church,Road,Hazelwood North,3840,97 J6,146.447680000169,-38.2681899998854
Morwell Estate,Kurnai Secondary College.,Voting Centre,Morwell District,,,,,Bridle,Road,Morwell,3840,699 R5,146.432790000169,-38.2287899998846
Traralgon East,Liddiard Road Primary School,Voting Centre,Morwell District,,,,148,Liddiard,Road,Traralgon,3844,697 L7,146.551739683504,-38.2014522832174
Morwell,Morwell Senior Citizens Centre,Voting Centre,Morwell District,,,,,Maryvale,Crescent,Morwell,3840,698 K6,146.390063891301,-38.2371108890738
Morwell East,Revival Centre International,Voting Centre,Morwell District,,,,,Laburnum,Street,Morwell,3840,699 P2,146.418216000168,-38.2188229998844
Morwell Central,St Mary's Anglican Church,Voting Centre,Morwell District,,,,6,Latrobe,Road,Morwell,3840,699 L6,146.394820083501,-38.235016458218
Toongabbie,Toongabbie Primary School,Voting Centre,Morwell District,,,,,Victoria,Street,Toongabbie,3856,703 N2,146.625180000172,-38.0569699998811
Traralgon South,Traralgon South Community Hall,Voting Centre,Morwell District,,,,,Cats,Drive,Traralgon South,3844,698 A7,146.539354700171,-38.2967358915526
Traralgon North East,Traralgon Uniting Church Hall,Voting Centre,Morwell District,,,,19,Park,Lane,Traralgon,3844,98 A5,146.552596633504,-38.1892107082171
Tyers,Tyers Primary School,Voting Centre,Morwell District,,,,,Main,Road,Tyers,3844,97 J4,146.47754000017,-38.149109999883
Yallourn North,Yallourn North Primary School,Voting Centre,Morwell District,,,,,Reserve,Street,Yallourn North,3825,703 T4,146.362553341834,-38.1633471082166
Yinnar,Yinnar RSL Hall,Voting Centre,Morwell District,,,,14,Main,Street,Yinnar,3869,701 S3,146.330212000167,-38.3203159998864
Berendale,Berendale School,Voting Centre,Bentleigh District,,,,2,Berend,Street,Hampton East,3188,77 C6,145.031810000141,-37.9389599998788
Moorabbin Central,City of Kingston Town Hall,Voting Centre,Bentleigh District,,,,985,Nepean,Highway,Moorabbin,3189,77 D5,145.036034000141,-37.9336989998787
Coatesville,Coatesville Primary School,Voting Centre,Bentleigh District,Clarinda District,,,21,Mackie,Road,Bentleigh East,3165,78 B1,145.073240000141,-37.9203399998784
Moorabbin Heights,East Bentleigh Primary School,Voting Centre,Bentleigh District,,,,90,Bignell,Road,Bentleigh East,3165,78 B5,145.069920000141,-37.9346499998787
McKinnon,McKinnon Public Hall,Voting Centre,Bentleigh District,,,,118,McKinnon,Road,McKinnon,3204,68 D10,145.035848850141,-37.9109235332116
McKinnon East,McKinnon Secondary College,Voting Centre,Bentleigh District,,,,291a,McKinnon,Road,McKinnon,3204,68 G11,145.049120000141,-37.9120299998782
Ormond West,Ormond Primary School,Voting Centre,Bentleigh District,,,,121,Wheatley Road (access via Murray,Road),Ormond,3204,68 D9,145.033670000141,-37.9069999998781
Bentleigh,Our Lady of Sacred Heart College,Voting Centre,Bentleigh District,,,,111,Jasper,Road,Bentleigh,3204,77 E2,145.040291000141,-37.9251919998785
Southmoor,Southmoor Primary School,Voting Centre,Bentleigh District,,,,,Rica,Street,Moorabbin,3189,77 J7,145.056231140671,-37.9412911552923
Moorabbin South East,Wickham Road Uniting Church Hall,Voting Centre,Bentleigh District,Sandringham District,,,185,Wickham,Road,Moorabbin,3189,77 F8,145.046752000141,-37.9453229998789
Tyne,11th Box Hill Scout Hall,Voting Centre,Box Hill District,,,,31,Tyne,Street,Box Hill North,3129,47 E7,145.127763333476,-37.8109837582096
Blackburn Lake,Blackburn Lake Primary School,Voting Centre,Box Hill District,,,,12-14,Florence,Street,Blackburn,3130,48 C12,145.165178085427,-37.8267794305964
Blackburn North,Blackburn Primary School,Voting Centre,Box Hill District,,,,185,Surrey,Road,Blackburn,3130,48 B9,145.157670000143,-37.8175399998764
Box Hill North,Box Hill North Primary School,Voting Centre,Box Hill District,,,,7-9,Elizabeth,Street,Box Hill North,3129,47 D4,145.123310000142,-37.800789999876
Chatham,Chatham Primary School,Voting Centre,Box Hill District,,,,,Weybridge Street (access via Banool,Road),Surrey Hills,3127,46 G9,145.091880000142,-37.8171099998763
Kerrimuir,Kerrimuir Primary School,Voting Centre,Box Hill District,,,,,Molbray,Street,Box Hill North,3129,47 G5,145.135120000143,-37.8036299998761
Koonung Heights,Koonung Secondary College,Voting Centre,Box Hill District,,,,615,Elgar,Road,Mont Albert North,3129,47 B5,145.117095908476,-37.8024930248761
Laburnum,Laburnum Primary School,Voting Centre,Box Hill District,,,,corner,Middleborough Road and Janet,Street,Blackburn,3130,47 G12,145.138750000143,-37.8270799998765
Box Hill,St Peter's Anglican Church Hall,Voting Centre,Box Hill District,,,,1038,Whitehorse,Road,Box Hill,3128,75A H4,145.127444000143,-37.8188479998764
Surrey Hills North,Surrey Hills Holy Trinity Church Hall,Voting Centre,Box Hill District,,,,177,Union,Road,Surrey Hills,3127,46 H10,145.098146233475,-37.8223640915431
Surrey Hills,Surrey Hills Uniting Church Hall,Voting Centre,Box Hill District,Burwood District,,,corner,Canterbury Road and Valonia,Avenue,Surrey Hills,3127,46 J11,145.101588,-37.826276
Blackburn,The Avenue Uniting Church,Voting Centre,Box Hill District,,,,44,Blackburn,Road,Blackburn,3130,47 K10,145.152223000143,-37.8229039998765
Doncaster South,Birralee Primary School,Voting Centre,Bulleen District,,,,8-26,Heyington,Avenue,Doncaster,3108,47 B2,145.113340000142,-37.7932799998759
Lower Templestowe,Bulleen Heights School Manningham Road Campus,Voting Centre,Bulleen District,,,,221,Manningham,Road,Templestowe Lower,3107,32 K8,145.105105263869,-37.7711514038637
The Pines,Deep Creek Anglican Church Hall,Voting Centre,Warrandyte District,Bulleen District,,,460,Blackburn,Road,Doncaster East,3109,34 D7,145.166615251362,-37.7662505899722
Doncaster,Doncaster Primary School,Voting Centre,Bulleen District,,,,2-12,Council,Street,Doncaster,3108,47 E1,145.129670000143,-37.7867999998757
Doncaster Central,Doncaster Secondary College,Voting Centre,Bulleen District,,,,123,Church,Road,Doncaster,3108,33 G12,145.138050000143,-37.7845799998757
Manningham,St Clement of Rome Primary School,Voting Centre,Bulleen District,,,,9,Egan,Drive,Bulleen,3105,32 F7,145.090539471179,-37.7674266378872
Templestowe Park,Templestowe Park Primary School,Voting Centre,Bulleen District,,,,399,Church,Road,Templestowe,3106,33 H4,145.142397851227,-37.756121366456
Templestowe Valley,Templestowe Valley Primary School,Voting Centre,Bulleen District,,,,15,Birchwood,Avenue,Templestowe Lower,3107,33 A5,145.110379739034,-37.7600444702077
Doncaster West,Vista Valley Kindergarten,Voting Centre,Bulleen District,,,,3,Vista,Street,Bulleen,3105,32 J10,145.103124000142,-37.7776989998756
Banyan Fields,Banyan Fields Primary School,Voting Centre,Carrum District,,,,90,Cadles,Road,Carrum Downs,3201,100 H1,145.187190000144,-38.0947699998819
Belvedere Park,Belvedere Park Primary School,Voting Centre,Carrum District,,,,30,Belvedere,Road,Seaford,3198,99 J5,145.146810000143,-38.1097199998822
Bonbeach,Bonbeach Primary School,Voting Centre,Carrum District,,,,29-63,Breeze,Street,Bonbeach,3196,97 D5,145.125278404028,-38.0670526572615
Carrum,Carrum Primary School,Voting Centre,Carrum District,,,,,Walkers Road (access via Valetta,Street),Carrum,3197,97 D8,145.126270467327,-38.0784374636058
Chelsea Central,Chelsea Primary School,Voting Centre,Mordialloc District,Carrum District,,,34-44,Argyle,Avenue,Chelsea,3196,97 C2,145.12260694015,-38.055510131088
Kananook,Kananook Primary School,Voting Centre,Carrum District,Frankston District,,,22,Wells,Road,Seaford,3198,99 F9,145.132124961309,-38.1250326936031
Patterson Lakes,Patterson Lakes Community Centre,Voting Centre,Carrum District,,,,54-70,Thompsons,Road,Patterson Lakes,3197,97 H6,145.143454000143,-38.0688939998814
Rowellyn Park,Rowellyn Park Primary School,Voting Centre,Carrum District,,,,Corner,Tattler Street and Rowellyn,Avenue,Carrum Downs,3201,100 J3,145.192245699941,-38.1037932064681
Seaford,Seaford Primary School,Voting Centre,Carrum District,,,,,McRae,Street,Seaford,3198,99 E3,145.130500000143,-38.1044399998821
Skye,Skye Primary School,Voting Centre,Carrum District,,,,395,Ballarto,Road,Skye,3977,132 A7,145.201240000144,-38.1177099998824
Warrawong,Blackburn English Language School,Voting Centre,Forest Hill District,,,,120,Eley,Road,Burwood East,3151,61 J5,145.148290000143,-37.847889999877
Burwood Heights,Burwood Heights Primary School,Voting Centre,Forest Hill District,,,,,corner Mahoneys and Hawthorn,Roads,Burwood East,3130,62 C5,145.162611000143,-37.8471819998769
Camelot,Camelot Rise Primary School,Voting Centre,Forest Hill District,,,,,Galahad,Crescent,Glen Waverley,3150,62 H10,145.188030000144,-37.8652399998773
Tally Ho,East Burwood Hall,Voting Centre,Forest Hill District,,,,310,Burwood,Highway,Burwood East,3151,62 B7,145.161584865704,-37.8543871654429
Glen Waverley,Glen Waverley Primary School,Voting Centre,Mount Waverley District,Forest Hill District,,,774,High Street,Road,Glen Waverley,3150,71 D1,145.167800000143,-37.8746899998775
Forest Hill,Holbury Childrens Centre,Voting Centre,Forest Hill District,,,,29,Raleigh,Street,Blackburn South,3130,62 B3,145.159070000143,-37.8393739998768
Charlesworth Park,Livingstone Primary School,Voting Centre,Forest Hill District,,,,25,Livingstone,Road,Vermont South,3133,62 G7,145.180659658477,-37.8529200832104
Nunawading South,Mt Pleasant Road Primary School,Voting Centre,Ringwood District,Forest Hill District,,,105,Mt Pleasant,Road,Nunawading,3131,48 G12,145.180269497795,-37.8285563757171
Parkmore,Parkmore Primary School,Voting Centre,Forest Hill District,,,,38-54,Jolimont,Road,Forest Hill,3131,62 F4,145.176916019613,-37.8439077841963
Mitcham South,Rangeview Primary School,Voting Centre,Ringwood District,Forest Hill District,,,27,Churinga,Avenue,Mitcham,3132,49 B12,145.206177536842,-37.829174410963
Eastmont,St James Primary School,Voting Centre,Forest Hill District,,,,51,Centre,Road,Vermont,3133,63 C2,145.209429000144,-37.8364879998767
Morack,Vermont Secondary College,Voting Centre,Forest Hill District,,,,27-63,Morack,Road,Vermont,3133,63 A4,145.200832000144,-37.8441259998769
Weeden Heights,Weeden Heights Primary School,Voting Centre,Forest Hill District,,,,43-51,Weeden,Drive,Vermont South,3133,62 F8,145.178112408248,-37.8588941495908
Bruce Park,Bruce Park Hall,Voting Centre,Frankston District,,,,,Margate,Avenue,Frankston,3199,102 G7,145.138256006722,-38.161418695817
Frankston Rail,Chisholm Institute,Voting Centre,Frankston District,,,,,Fletcher,Road,Frankston,3199,100A F6,145.12676871605,-38.1441027346326
Derinya,Derinya Primary School,Voting Centre,Frankston District,Mornington District,,,,Overport,Road,Frankston South,3199,102 C10,145.120961325142,-38.1743982998835
Frankston East,Frankston East Primary School,Voting Centre,Frankston District,,,,,Ashleigh,Avenue,Frankston,3199,102 J3,145.145904583476,-38.1463512748829
Frankston Heights,Frankston Heights Primary School,Voting Centre,Frankston District,,,,10,Kalmia,Street,Frankston,3199,102 J7,145.146710000143,-38.1622799998832
Frankston South,Frankston High School,Voting Centre,Frankston District,,,,48,Foot,Street,Frankston,3199,102 E6,145.129126737849,-38.1623739441136
John Paul College,John Paul College,Voting Centre,Frankston District,,,,,McMahons,Road,Frankston,3199,99 G12,145.139430152027,-38.1360651866856
Karingal Heights,Karingal Heights Primary School,Voting Centre,Frankston District,,,,,Havana,Crescent,Frankston,3199,103 C1,145.166360000143,-38.1410199998828
Kingsley Park,Kingsley Park Primary School,Voting Centre,Frankston District,,,,,Franciscan,Avenue,Frankston,3199,103 A9,145.155700000143,-38.1680799998834
Mt Erin,Mount Erin College,Voting Centre,Frankston District,,,,,Robinsons,Road,Frankston South,3199,102 J10,145.146110787671,-38.1740177065534
Frankston,St Francis Xavier Primary School,Voting Centre,Frankston District,,,,8,Park,Street,Frankston,3199,100A E10,145.126207000143,-38.148856999883
Mordialloc East,Allan McLean Hall,Voting Centre,Mordialloc District,,,,37,Albert,Street,Mordialloc,3195,87 E12,145.086402992247,-38.0041734313378
Aspendale,Aspendale Primary School,Voting Centre,Mordialloc District,,,,23,Laura,Street,Aspendale,3195,92 H4,145.100418613984,-38.0212508800321
Cheltenham South,Cheltenham East Community Centre,Voting Centre,Mordialloc District,,,,39,Follett,Road,Cheltenham,3192,87 B3,145.071124483475,-37.9708308248794
Edithvale,Edithvale Primary School,Voting Centre,Mordialloc District,,,,42-54,Edithvale,Road,Edithvale,3196,93 B9,145.113065976725,-38.0375029614125
Mentone Park,Mentone Park Primary School,Voting Centre,Mordialloc District,,,,1-7,Broome,Avenue,Mentone,3194,87 E5,145.082800000142,-37.9800099998796
Mentone North,Mentone Scout Hall,Voting Centre,Mordialloc District,,,,38,Levanto,Street,Mentone,3194,87 C5,145.075976768067,-37.9787606109913
Parkdale Central,Parkdale Primary School,Voting Centre,Mordialloc District,,,,,Nepean Highway (Access via Morgan Street,),Parkdale,3195,87 E9,145.084199496123,-37.9928038745059
Parkdale East,Parkdale Secondary College,Voting Centre,Mordialloc District,,,,,Warren,Road,Mordialloc,3195,87 G8,145.094100000142,-37.9896399998798
Oakleigh East,Amsleigh Park Primary School,Voting Centre,Oakleigh District,,,,,State,Street,Oakleigh East,3166,69 K7,145.109648885792,-37.9001944453763
Glen Waverley Lower,Bestchance Child Family Care,Voting Centre,Mount Waverley District,,,,583,Ferntree Gully,Road,Glen Waverley,3150,71 B8,145.159172388997,-37.9021080963766
Carnegie,Carnegie Primary School,Voting Centre,Oakleigh District,,,,51,Truganini,Road,Carnegie,3163,68 H5,145.05464817695,-37.8900519013959
Chelsea Heights,Chelsea Heights Primary School,Voting Centre,Mordialloc District,,,,194,Thames,Promenade,Chelsea Heights,3196,93 G11,145.13909013979,-38.044805197398
Oakleigh Central,Emmanuel Anglican Church Hall,Voting Centre,Oakleigh District,,,,26,Abbeygate,Street,Oakleigh,3166,69 F9,145.090198000142,-37.9065089998781
Essex Heights,Essex Heights Primary School,Voting Centre,Mount Waverley District,,,,22-30,Essex,Road,Mount Waverley,3149,61 B10,145.115392000142,-37.8638769998773
The Glen,Glen Waverley Secondary College,Voting Centre,Mount Waverley District,,,,,O'Sullivan,Road,Glen Waverley,3149,71 C1,145.162804680712,-37.8781181702096
Glen Waverley South,Glen Waverley South Primary School,Voting Centre,Mount Waverley District,Mulgrave District,,,corner,Watsons Road and Whites,Lane,Glen Waverley,3150,71 D7,145.168429138404,-37.8977778344343
Clayton North,Monash Uniting Church Hall,Voting Centre,Oakleigh District,Clarinda District,,,1937,Dandenong,Road,Clayton,3168,70 D11,145.124853000142,-37.9123709998782
Mount View,Mount View Primary School,Voting Centre,Mount Waverley District,,,,,Shepherds,Road,Glen Waverley,3150,71 F3,145.178850000144,-37.8835499998777
Syndal North,Mount Waverley North Primary School,Voting Centre,Mount Waverley District,,,,,Marcus,Avenue,Mount Waverley,3149,61 H11,145.141860000143,-37.8680399998774
Mount Waverley South,Mount Waverley Primary School,Voting Centre,Mount Waverley District,,,,37-45,Park,Lane,Mount Waverley,3149,70 D2,145.12284243396,-37.8814548354746
Murrumbeena,Murrumbeena Primary School,Voting Centre,Oakleigh District,,,,,Hobart,Road,Murrumbeena,3163,69 B4,145.070702394601,-37.8867346407717
Monash East,Notting Hill Neighbourhood House,Voting Centre,Oakleigh District,,,,37,Westerfield,Drive,Notting Hill,3168,70 K9,145.149379000143,-37.9062329998781
Huntingdale,Oakleigh Occasional Care Centre,Voting Centre,Oakleigh District,,,,corner,Garnett and Greville,Streets,Huntingdale,3166,70 A9,145.111765133998,-37.906099996374
Oakleigh,Oakleigh Primary School,Voting Centre,Oakleigh District,,,,corner,Warrigal Road and Logie,Street,Oakleigh,3166,69 F6,145.088768000142,-37.8949079998779
Pinewood,Pinewood Primary School,Voting Centre,Mount Waverley District,,,,27-35,Pinewood,Drive,Mount Waverley,3149,70 H5,145.141847655553,-37.8905545490702
